1,1,クレンジング
2,1,洗顔
3,1,マッサージ
4,1,化粧水
5,1,乳液
6,1,クリーム
7,1,美容液
8,1,パック
9,1,リップケア
10,2,ベースメイク
11,2,アイメイク
12,2,リップメイク
13,2,フェイスカラー
14,3,シャンプー
15,3,リンス・コンディショナー
16,3,トリートメント
17,3,アウトバストリートメント
18,3,ヘアスタイリング
19,4,香水
20,5,ボディソープ・石鹸
21,5,ボディローション
22,5,ボディミルク
23,5,ボディクリーム
24,5,ボディオイル
25,5,ボディパウダー
26,5,ボディマッサージ
27,5,入浴剤
28,5,ハンドクリーム・ケア
29,5,日焼け止め
30,6,ネイルカラー
31,6,トップコート・ベースコート
32,6,リムーバー
33,6,ネイル用品
34,6,ネイルケア
35,7,スキンケア
36,7,ヘアケア
37,8,サプリメント
38,8,食品
39,8,飲料
40,9,ビューラー
41,9,パフ・スポンジ
42,9,メイクブラシ
43,9,その他化粧用具
